PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,SOORT DIPLOMA,2011 MAN,2011 VROUW,2012 MAN,2012 VROUW,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,15,34,15,31,10,36,12,39,17,37
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,0,0,5,14,42,115,67,157,86,174
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,gezondheidszorg,n.v.t. (gezondheidszorg),66990,M Biomedical Sciences,voltijd onderwijs,master,wo master,17,45,14,34,21,26,23,44,18,50
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),50205,B Sterrenkunde,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,1,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),50205,B Sterrenkunde,voltijd onderwijs,bachelor,wo bachelor,15,2,7,2,10,4,8,4,9,7
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),50206,B Natuurkunde,voltijd onderwijs,bachelor,wo bachelor,19,6,21,7,27,0,25,2,36,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),50207,B Bio-Farmaceutische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,22,40,23,29,29,25,38,61,40,66
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),56286,B Life Science and Technology,voltijd onderwijs,bachelor,wo bachelor,25,19,12,8,19,13,12,10,10,15
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),56860,B Biologie,voltijd onderwijs,bachelor,wo bachelor,34,34,34,39,41,36,44,38,48,33
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),56978,B Informatica,deeltijd onderwijs,bachelor,wo bachelor,0,1,1,0,0,0,1,1,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),56978,B Informatica,voltijd onderwijs,bachelor,wo bachelor,25,2,17,0,19,5,24,4,32,6
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),56980,B Wiskunde,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,2,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),56980,B Wiskunde,voltijd onderwijs,bachelor,wo bachelor,14,2,24,5,21,11,28,7,19,6
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),59308,B Molecular Science and Technology,voltijd onderwijs,bachelor,wo bachelor,22,9,12,4,23,8,15,8,16,3
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60200,M Astronomy,voltijd onderwijs,master,wo master,8,5,6,6,10,4,14,2,15,3
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60202,M Physics,voltijd onderwijs,master,wo master,23,2,15,4,14,2,22,5,18,6
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60205,M ICT in Business,voltijd onderwijs,master,wo master,15,4,21,8,23,15,27,8,35,9
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60206,M Mediatechnology,voltijd onderwijs,master,wo master,16,4,8,4,14,4,20,12,9,9
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60207,M Bio-Pharmaceutical Sciences,voltijd onderwijs,master,wo master,22,19,24,23,13,25,16,22,18,29
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60300,M Computer Science,voltijd onderwijs,master,wo master,13,0,17,2,13,2,17,1,21,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),60618,M Nanoscience,voltijd onderwijs,master,wo master,1,0,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),66286,M Life Science and Technology,voltijd onderwijs,master,wo master,12,7,8,10,16,11,12,10,12,6
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),66857,M Chemistry,voltijd onderwijs,master,wo master,24,7,14,4,25,8,27,8,18,5
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),66860,M Biology,voltijd onderwijs,master,wo master,17,20,18,38,27,33,42,32,29,45
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,natuur,n.v.t. (natuur),66980,M Mathematics,voltijd onderwijs,master,wo master,24,5,20,11,16,6,22,8,29,13
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68501,M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie,deeltijd onderwijs,master,wo postmaster,2,1,0,2,2,1,2,2,3,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68501,M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie,voltijd onderwijs,master,wo postmaster,9,2,4,5,7,3,11,8,8,3
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68502,M Leraar Voorbereidend Hoger Onderwijs in Biologie,deeltijd onderwijs,master,wo postmaster,0,0,0,1,0,1,0,4,2,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68502,M Leraar Voorbereidend Hoger Onderwijs in Biologie,voltijd onderwijs,master,wo postmaster,3,6,0,13,8,4,4,9,3,7
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68503,M Leraar Voorbereidend Hoger Onderwijs in Duits,deeltijd onderwijs,master,wo postmaster,0,2,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68504,M Leraar Voorbereidend Hoger Onderwijs in Engels,deeltijd onderwijs,master,wo postmaster,0,1,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68504,M Leraar Voorbereidend Hoger Onderwijs in Engels,voltijd onderwijs,master,wo postmaster,3,6,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68506,M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,deeltijd onderwijs,master,wo postmaster,1,1,2,1,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68506,M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting,voltijd onderwijs,master,wo postmaster,9,1,1,3,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68507,M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,deeltijd onderwijs,master,wo postmaster,1,1,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68507,M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing,voltijd onderwijs,master,wo postmaster,0,1,1,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68508,M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen,deeltijd onderwijs,master,wo postmaster,0,3,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68508,M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen,voltijd onderwijs,master,wo postmaster,0,2,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68509,M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen,deeltijd onderwijs,master,wo postmaster,5,2,0,1,1,0,1,2,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68509,M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen,voltijd onderwijs,master,wo postmaster,6,11,8,14,8,4,5,9,5,7
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68511,M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde,deeltijd onderwijs,master,wo postmaster,1,0,0,2,1,1,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68511,M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde,voltijd onderwijs,master,wo postmaster,4,0,1,2,3,2,2,1,6,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68512,M Leraar Voorbereidend Hoger Onderwijs in Nederlands,deeltijd onderwijs,master,wo postmaster,1,1,0,1,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68512,M Leraar Voorbereidend Hoger Onderwijs in Nederlands,voltijd onderwijs,master,wo postmaster,0,4,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68513,M Leraar Voorbereidend Hoger Onderwijs in Scheikunde,deeltijd onderwijs,master,wo postmaster,1,0,0,2,2,0,0,1,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68513,M Leraar Voorbereidend Hoger Onderwijs in Scheikunde,voltijd onderwijs,master,wo postmaster,3,2,2,1,3,4,2,3,5,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68514,M Leraar Voorbereidend Hoger Onderwijs in Spaans,deeltijd onderwijs,master,wo postmaster,0,2,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68514,M Leraar Voorbereidend Hoger Onderwijs in Spaans,voltijd onderwijs,master,wo postmaster,0,2,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,deeltijd onderwijs,master,wo postmaster,0,0,0,1,0,2,0,0,2,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,voltijd onderwijs,master,wo postmaster,1,4,2,1,1,0,2,3,3,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,deeltijd onderwijs,master,wo postmaster,0,0,0,1,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,voltijd onderwijs,master,wo postmaster,0,3,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,deeltijd onderwijs,master,wo postmaster,2,3,0,1,1,0,2,0,0,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,voltijd onderwijs,master,wo postmaster,1,3,4,2,5,3,2,2,2,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,deeltijd onderwijs,master,wo postmaster,0,1,0,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,wo postmaster,4,4,0,1,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68529,M Educatieve master Geesteswetenschappen,deeltijd onderwijs,master,wo postmaster,1,1,3,7,4,18,8,17,8,9
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,onderwijs,universitaire lerarenopleidingen,68529,M Educatieve master Geesteswetenschappen,voltijd onderwijs,master,wo postmaster,21,54,28,65,21,68,25,62,42,70
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,deeltijd onderwijs,bachelor,wo bachelor,22,24,10,35,9,12,13,17,9,14
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,voltijd onderwijs,bachelor,wo bachelor,165,257,193,295,184,289,189,315,166,291
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),56827,B Fiscaal Recht,deeltijd onderwijs,bachelor,wo bachelor,6,3,7,2,3,1,4,0,4,3
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),56827,B Fiscaal Recht,voltijd onderwijs,bachelor,wo bachelor,42,22,43,27,49,21,53,41,61,39
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),56828,B Notarieel Recht,deeltijd onderwijs,bachelor,wo bachelor,0,1,0,0,0,0,0,1,0,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),56828,B Notarieel Recht,voltijd onderwijs,bachelor,wo bachelor,11,32,18,30,9,27,12,29,5,24
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),60084,M Rechtsgeleerdheid,deeltijd onderwijs,master,wo master,26,22,16,17,13,20,14,24,11,19
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),60084,M Rechtsgeleerdheid,voltijd onderwijs,master,wo master,155,249,163,223,161,237,167,289,201,348
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),66474,M Jeugdrecht,voltijd onderwijs,master,wo master,0,0,0,4,1,22,2,26,3,36
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),66827,M Fiscaal Recht,deeltijd onderwijs,master,wo master,5,1,4,1,5,2,2,0,2,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),66827,M Fiscaal Recht,voltijd onderwijs,master,wo master,14,25,24,16,43,16,31,17,31,20
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),66828,M Notarieel Recht,deeltijd onderwijs,master,wo master,0,1,0,1,0,1,1,0,2,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,recht,n.v.t. (recht),66828,M Notarieel Recht,voltijd onderwijs,master,wo master,9,17,10,24,7,25,11,18,5,20
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,sectoroverstijgend,sectoroverstijgend,50429,B Liberal Arts and Sciences: Global Challenges,voltijd onderwijs,bachelor,wo bachelor,0,0,27,40,24,44,49,67,75,107
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,sectoroverstijgend,sectoroverstijgend,55009,B Molecular Science and Technology (joint degree),voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,0,3,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,sectoroverstijgend,sectoroverstijgend,59316,B International Studies,voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,61,87,108,188
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,sectoroverstijgend,sectoroverstijgend,65003,M Industrial Ecology (joint degree),voltijd onderwijs,master,wo master,0,0,0,0,0,0,0,0,2,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50200,B Talen en Culturen van Mesopotamie en Anatolie,voltijd onderwijs,bachelor,wo bachelor,1,0,0,0,0,1,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50201,B Hebreeuwse en Joodse Studies,voltijd onderwijs,bachelor,wo bachelor,1,2,0,0,1,0,1,2,2,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50202,B Wereldgodsdiensten,deeltijd onderwijs,bachelor,wo bachelor,1,1,0,1,2,1,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50202,B Wereldgodsdiensten,voltijd onderwijs,bachelor,wo bachelor,5,16,0,6,1,11,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50203,B Ruslandkunde,voltijd onderwijs,bachelor,wo bachelor,0,1,2,4,3,1,1,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50204,B Vergelijkende Indo-Europese Taalwetenschap,voltijd onderwijs,bachelor,wo bachelor,3,3,3,2,1,2,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50414,B Film- en Literatuurwetenschap,voltijd onderwijs,bachelor,wo bachelor,5,16,5,16,2,13,4,8,9,21
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50855,B Russische Studies,voltijd onderwijs,bachelor,wo bachelor,1,1,2,4,2,3,1,3,3,7
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,1,2,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,1,2,7,9
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56003,B Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,6,12,6,7,7,6,3,11,7,18
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56015,B Egyptische Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,1,12,1,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56022,B Talen en Culturen van Indonesie,voltijd onderwijs,bachelor,wo bachelor,0,2,1,0,0,0,0,0,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,deeltijd onderwijs,bachelor,wo bachelor,5,9,6,11,2,0,2,3,5,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,voltijd onderwijs,bachelor,wo bachelor,77,40,65,39,76,40,89,60,91,65
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56035,B Talen en Culturen van India en Tibet,voltijd onderwijs,bachelor,wo bachelor,1,1,1,2,1,0,0,1,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56052,B Latijns-Amerikastudies,voltijd onderwijs,bachelor,wo bachelor,4,26,7,23,3,25,6,22,9,20
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56055,B Nederlandkunde/Dutch Studies,voltijd onderwijs,bachelor,wo bachelor,0,4,1,2,2,3,1,6,1,7
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56081,B Wijsbegeerte,deeltijd onderwijs,bachelor,wo bachelor,1,0,4,0,5,2,1,0,2,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56081,B Wijsbegeerte,voltijd onderwijs,bachelor,wo bachelor,11,9,9,5,13,5,11,6,12,7
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56098,B Midden-Oostenstudies,voltijd onderwijs,bachelor,wo bachelor,7,17,4,12,4,8,6,18,9,11
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56099,B Zuid- en Zuidoost-Aziestudies,voltijd onderwijs,bachelor,wo bachelor,1,0,1,2,0,5,2,5,2,3
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56100,B Godgeleerdheid,deeltijd onderwijs,bachelor,wo bachelor,1,1,0,0,0,0,0,2,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56100,B Godgeleerdheid,voltijd onderwijs,bachelor,wo bachelor,7,5,3,1,1,1,3,1,0,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56120,B Islamstudies,deeltijd onderwijs,bachelor,wo bachelor,0,0,1,0,0,2,1,0,1,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56120,B Islamstudies,voltijd onderwijs,bachelor,wo bachelor,2,2,0,1,0,1,0,2,0,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56123,B Oude Culturen van de Mediterrane Wereld,voltijd onderwijs,bachelor,wo bachelor,0,0,1,6,2,4,1,9,3,13
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56703,B Archeologie,voltijd onderwijs,bachelor,wo bachelor,38,49,30,35,18,31,16,22,19,31
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,voltijd onderwijs,bachelor,wo bachelor,2,9,3,14,8,18,2,11,7,23
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,8,19,8,25,11,24,9,26,7,17
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56805,B Duitse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,1,7,1,3,3,2,2,1,1,4
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,deeltijd onderwijs,bachelor,wo bachelor,2,4,3,3,2,6,2,6,3,2
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,18,52,10,46,12,44,14,50,14,53
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56808,B Franse Taal en Cultuur,deeltijd onderwijs,bachelor,wo bachelor,0,1,1,1,0,0,1,2,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56808,B Franse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,5,11,1,9,0,10,1,5,4,6
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56809,B Italiaanse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,2,10,1,4,0,6,1,3,2,1
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56813,B Slavische Talen en Culturen,voltijd onderwijs,bachelor,wo bachelor,4,0,0,2,0,1,0,1,0,0
Zuid-Holland,546,LEIDEN,reguliere inst.,21PB,Universiteit Leiden,taal en cultuur,n.v.t. (taal en cultuur),56818,B Chinastudies,voltijd onderwijs,bachelor,wo bachelor,18,33,5,26,15,25,15,30,18,25
