province,municipality_id,municipality_name,institution_type,brin_id,institution_name,croho_section,croho_subsection,degree_course_id,degree_course_name,degree_course_education_type,degree_course_type,diploma_type,year,male,female
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56604,B Psychologie,voltijd onderwijs,bachelor,wo bachelor,2014,142,387
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56604,B Psychologie,voltijd onderwijs,bachelor,wo bachelor,2015,144,363
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56607,B Pedagogische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,2011,12,184
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56607,B Pedagogische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,2012,12,170
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56607,B Pedagogische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,2013,12,168
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56607,B Pedagogische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,2014,9,148
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56607,B Pedagogische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,2015,15,192
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56838,B Sociale Geografie en Planologie,voltijd onderwijs,bachelor,wo bachelor,2011,55,27
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56838,B Sociale Geografie en Planologie,voltijd onderwijs,bachelor,wo bachelor,2012,54,16
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56838,B Sociale Geografie en Planologie,voltijd onderwijs,bachelor,wo bachelor,2013,46,31
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56838,B Sociale Geografie en Planologie,voltijd onderwijs,bachelor,wo bachelor,2014,58,25
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56838,B Sociale Geografie en Planologie,voltijd onderwijs,bachelor,wo bachelor,2015,49,29
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60260,M Psychologie,voltijd onderwijs,master,wo master,2011,80,243
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60260,M Psychologie,voltijd onderwijs,master,wo master,2012,58,224
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60260,M Psychologie,voltijd onderwijs,master,wo master,2013,63,179
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60260,M Psychologie,voltijd onderwijs,master,wo master,2014,77,206
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60260,M Psychologie,voltijd onderwijs,master,wo master,2015,56,209
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60654,M Behavioural and Social Sciences (research),voltijd onderwijs,master,wo master,2011,9,16
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60654,M Behavioural and Social Sciences (research),voltijd onderwijs,master,wo master,2012,1,6
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60654,M Behavioural and Social Sciences (research),voltijd onderwijs,master,wo master,2013,4,11
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60654,M Behavioural and Social Sciences (research),voltijd onderwijs,master,wo master,2014,5,16
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60654,M Behavioural and Social Sciences (research),voltijd onderwijs,master,wo master,2015,6,9
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60656,M Culturele Geografie,voltijd onderwijs,master,wo master,2011,12,8
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60656,M Culturele Geografie,voltijd onderwijs,master,wo master,2012,5,8
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60656,M Culturele Geografie,voltijd onderwijs,master,wo master,2013,7,4
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60656,M Culturele Geografie,voltijd onderwijs,master,wo master,2014,7,3
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60656,M Culturele Geografie,voltijd onderwijs,master,wo master,2015,10,2
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60657,M Economische Geografie,voltijd onderwijs,master,wo master,2011,14,2
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60657,M Economische Geografie,voltijd onderwijs,master,wo master,2012,16,2
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60657,M Economische Geografie,voltijd onderwijs,master,wo master,2013,16,2
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60657,M Economische Geografie,voltijd onderwijs,master,wo master,2014,14,2
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60657,M Economische Geografie,voltijd onderwijs,master,wo master,2015,7,3
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60658,M Population Studies,voltijd onderwijs,master,wo master,2011,11,5
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60658,M Population Studies,voltijd onderwijs,master,wo master,2012,3,5
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60658,M Population Studies,voltijd onderwijs,master,wo master,2013,6,7
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60658,M Population Studies,voltijd onderwijs,master,wo master,2014,2,4
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60658,M Population Studies,voltijd onderwijs,master,wo master,2015,2,5
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60659,M Real Estate Studies,voltijd onderwijs,master,wo master,2011,40,15
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60659,M Real Estate Studies,voltijd onderwijs,master,wo master,2012,50,10
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60659,M Real Estate Studies,voltijd onderwijs,master,wo master,2013,26,15
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60659,M Real Estate Studies,voltijd onderwijs,master,wo master,2014,29,5
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60659,M Real Estate Studies,voltijd onderwijs,master,wo master,2015,10,4
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60660,M Spatial Sciences (research),voltijd onderwijs,master,wo master,2011,3,4
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60660,M Spatial Sciences (research),voltijd onderwijs,master,wo master,2012,1,8
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60660,M Spatial Sciences (research),voltijd onderwijs,master,wo master,2013,5,7
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60660,M Spatial Sciences (research),voltijd onderwijs,master,wo master,2014,3,3
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60660,M Spatial Sciences (research),voltijd onderwijs,master,wo master,2015,1,7
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66194,M Environmental and Infrastructure Planning,voltijd onderwijs,master,wo master,2011,36,13
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66194,M Environmental and Infrastructure Planning,voltijd onderwijs,master,wo master,2012,25,21
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66194,M Environmental and Infrastructure Planning,voltijd onderwijs,master,wo master,2013,22,20
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66194,M Environmental and Infrastructure Planning,voltijd onderwijs,master,wo master,2014,32,26
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66194,M Environmental and Infrastructure Planning,voltijd onderwijs,master,wo master,2015,30,6
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,wo master,2011,26,32
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,wo master,2012,20,35
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,wo master,2013,16,26
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,wo master,2014,12,32
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,wo master,2015,15,21
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,wo master,2011,11,203
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,wo master,2012,5,149
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,wo master,2013,16,209
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,wo master,2014,15,180
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,wo master,2015,5,142
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,wo master,2011,20,40
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,wo master,2012,5,35
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,wo master,2013,20,51
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,wo master,2014,8,58
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,wo master,2015,6,55
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,wo master,2011,13,6
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,wo master,2012,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,wo master,2013,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,wo master,2014,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,wo master,2015,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66653,M Sociale Planologie,voltijd onderwijs,master,wo master,2011,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66653,M Sociale Planologie,voltijd onderwijs,master,wo master,2012,23,5
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66653,M Sociale Planologie,voltijd onderwijs,master,wo master,2013,15,11
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66653,M Sociale Planologie,voltijd onderwijs,master,wo master,2014,13,4
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66653,M Sociale Planologie,voltijd onderwijs,master,wo master,2015,20,9
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56551,B Geneeskunde,voltijd onderwijs,bachelor,wo bachelor,2011,145,325
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56551,B Geneeskunde,voltijd onderwijs,bachelor,wo bachelor,2012,146,312
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56551,B Geneeskunde,voltijd onderwijs,bachelor,wo bachelor,2013,161,268
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56551,B Geneeskunde,voltijd onderwijs,bachelor,wo bachelor,2014,136,298
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56551,B Geneeskunde,voltijd onderwijs,bachelor,wo bachelor,2015,143,306
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56560,B Tandheelkunde,voltijd onderwijs,bachelor,wo bachelor,2011,22,22
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56560,B Tandheelkunde,voltijd onderwijs,bachelor,wo bachelor,2012,16,27
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56560,B Tandheelkunde,voltijd onderwijs,bachelor,wo bachelor,2013,18,27
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56560,B Tandheelkunde,voltijd onderwijs,bachelor,wo bachelor,2014,17,34
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56560,B Tandheelkunde,voltijd onderwijs,bachelor,wo bachelor,2015,23,37
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56950,B Bewegingswetenschappen,voltijd onderwijs,bachelor,wo bachelor,2011,34,62
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56950,B Bewegingswetenschappen,voltijd onderwijs,bachelor,wo bachelor,2012,25,59
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56950,B Bewegingswetenschappen,voltijd onderwijs,bachelor,wo bachelor,2013,34,57
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56950,B Bewegingswetenschappen,voltijd onderwijs,bachelor,wo bachelor,2014,38,68
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),56950,B Bewegingswetenschappen,voltijd onderwijs,bachelor,wo bachelor,2015,37,64
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60054,M Bewegingswetenschappen,voltijd onderwijs,master,wo master,2011,20,41
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60054,M Bewegingswetenschappen,voltijd onderwijs,master,wo master,2012,24,35
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60054,M Bewegingswetenschappen,voltijd onderwijs,master,wo master,2013,18,11
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60054,M Bewegingswetenschappen,voltijd onderwijs,master,wo master,2014,7,3
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60054,M Bewegingswetenschappen,voltijd onderwijs,master,wo master,2015,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60399,M Clinical and Psychosocial Epidemiology (research),voltijd onderwijs,master,wo master,2011,4,8
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60399,M Clinical and Psychosocial Epidemiology (research),voltijd onderwijs,master,wo master,2012,4,8
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60399,M Clinical and Psychosocial Epidemiology (research),voltijd onderwijs,master,wo master,2013,1,5
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60399,M Clinical and Psychosocial Epidemiology (research),voltijd onderwijs,master,wo master,2014,2,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60399,M Clinical and Psychosocial Epidemiology (research),voltijd onderwijs,master,wo master,2015,1,4
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60682,M Sport Sciences,voltijd onderwijs,master,wo master,2011,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60682,M Sport Sciences,voltijd onderwijs,master,wo master,2012,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60682,M Sport Sciences,voltijd onderwijs,master,wo master,2013,4,8
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60682,M Sport Sciences,voltijd onderwijs,master,wo master,2014,10,13
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60682,M Sport Sciences,voltijd onderwijs,master,wo master,2015,20,10
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60684,M Human Movement Sciences,voltijd onderwijs,master,wo master,2011,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60684,M Human Movement Sciences,voltijd onderwijs,master,wo master,2012,0,1
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60684,M Human Movement Sciences,voltijd onderwijs,master,wo master,2013,1,17
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60684,M Human Movement Sciences,voltijd onderwijs,master,wo master,2014,9,28
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),60684,M Human Movement Sciences,voltijd onderwijs,master,wo master,2015,14,24
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,2011,94,253
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,2012,138,223
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,2013,124,258
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,2014,116,279
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,2015,141,292
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66560,M Tandheelkunde,voltijd onderwijs,master,wo master,2011,18,15
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66560,M Tandheelkunde,voltijd onderwijs,master,wo master,2012,3,3
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66560,M Tandheelkunde,voltijd onderwijs,master,wo master,2013,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66560,M Tandheelkunde,voltijd onderwijs,master,wo master,2014,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66560,M Tandheelkunde,voltijd onderwijs,master,wo master,2015,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,wo master,2011,0,0
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,wo master,2012,10,26
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,wo master,2013,14,22
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,wo master,2014,21,22
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,gezondheidszorg,n.v.t. (gezondheidszorg),66588,M Tandheelkunde,voltijd onderwijs,master,wo master,2015,19,26
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,natuur,n.v.t. (natuur),50205,B Sterrenkunde,voltijd onderwijs,bachelor,wo bachelor,2011,7,2
Groningen,14,GRONINGEN,reguliere inst.,21PC,Rijksuniversiteit Groningen,natuur,n.v.t. (natuur),50205,B Sterrenkunde,voltijd onderwijs,bachelor,wo bachelor,2012,4,0
